id,device_id,event_ts,longitude,latitude,vehicles,motorcycles,pedestrians,traffic_condition,trucks
294,0x100000000000c,2023-12-01 05:54:00,-74.5658,6.602892,43,6,242,low traffic,45
295,0x1000000000020,2023-12-01 05:55:00,-74.92262,7.002334,23,6,192,clear,25
296,0x1000000000004,2023-12-01 05:56:00,-74.99638,6.3147683,28,5,161,low traffic,30
297,0x100000000000b,2023-12-01 05:57:00,-75.16614,6.6226487,15,7,168,high congestion,17
298,0x100000000001e,2023-12-01 05:58:00,-74.513466,6.994987,44,7,153,high congestion,45
299,0x1000000000007,2023-12-01 05:59:00,-74.480484,6.5831904,18,5,215,high congestion,18
300,0x1000000000010,2023-12-01 06:00:00,-75.18284,6.520348,17,3,181,average traffic,19
301,0x1000000000004,2023-12-01 06:01:00,-74.63578,6.9257917,37,10,125,high congestion,39
302,0x1000000000019,2023-12-01 06:02:00,-74.7515,6.149388,27,9,218,clear,28
303,0x1000000000014,2023-12-01 06:03:00,-75.01712,6.4137354,47,9,189,low traffic,49
304,0x100000000001a,2023-12-01 06:04:00,-75.200195,6.8915453,20,6,224,average traffic,21
305,0x1000000000018,2023-12-01 06:05:00,-74.66545,6.845853,20,2,251,clear,22
306,0x1000000000007,2023-12-01 06:06:00,-74.77931,6.741221,17,2,297,clear,18
307,0x100000000001a,2023-12-01 06:07:00,-74.74188,6.170715,43,7,167,clear,43
308,0x1000000000015,2023-12-01 06:08:00,-75.016235,6.3970037,13,3,115,average traffic,14
309,0x100000000000e,2023-12-01 06:09:00,-75.21474,6.8040643,41,9,126,low traffic,42
310,0x1000000000003,2023-12-01 06:10:00,-75.44667,7.146302,34,1,174,low traffic,34
311,0x1000000000017,2023-12-01 06:11:00,-74.67833,6.631962,12,3,298,high congestion,14
312,0x100000000000a,2023-12-01 06:12:00,-75.37187,7.043684,50,10,218,low traffic,51
313,0x1000000000003,2023-12-01 06:13:00,-74.58636,6.5084295,39,1,287,low traffic,40
314,0x100000000001b,2023-12-01 06:14:00,-74.56663,6.270823,18,10,211,high congestion,20
315,0x1000000000004,2023-12-01 06:15:00,-75.233765,6.340651,24,1,168,clear,24
316,0x1000000000009,2023-12-01 06:16:00,-74.96837,6.4770093,24,6,271,low traffic,24
317,0x1000000000020,2023-12-01 06:17:00,-75.076614,6.7184954,30,2,250,high congestion,32
318,0x100000000000b,2023-12-01 06:18:00,-75.423645,7.0804377,46,1,206,low traffic,46
319,0x100000000001d,2023-12-01 06:19:00,-75.178696,6.753025,48,5,125,average traffic,49
320,0x1000000000007,2023-12-01 06:20:00,-74.618034,6.532214,47,5,157,average traffic,49
321,0x1000000000006,2023-12-01 06:21:00,-74.60188,6.494239,19,3,124,low traffic,19
322,0x1000000000023,2023-12-01 06:22:00,-75.3262,6.7591577,18,5,262,low traffic,20
323,0x1000000000012,2023-12-01 06:23:00,-74.591064,7.0889316,24,10,256,low traffic,26
324,0x1000000000009,2023-12-01 06:24:00,-74.65909,6.839606,12,4,264,average traffic,12
325,0x1000000000010,2023-12-01 06:25:00,-75.388855,6.6159353,43,5,132,clear,45
326,0x100000000001e,2023-12-01 06:26:00,-75.43899,6.50318,36,8,298,high congestion,36
327,0x1000000000006,2023-12-01 06:27:00,-75.31874,6.4413533,34,7,210,low traffic,36
328,0x1000000000020,2023-12-01 06:28:00,-74.90631,6.1596255,15,2,229,low traffic,17
329,0x100000000000f,2023-12-01 06:29:00,-74.98334,6.8935065,48,2,140,clear,49
330,0x1000000000009,2023-12-01 06:30:00,-74.574715,6.629681,28,10,237,clear,29
331,0x1000000000027,2023-12-01 06:31:00,-74.53335,6.8367805,29,4,157,low traffic,29
332,0x1000000000003,2023-12-01 06:32:00,-74.769966,6.3507876,33,6,199,average traffic,33
333,0x100000000000d,2023-12-01 06:33:00,-75.22793,6.386192,45,4,260,clear,45
334,0x1000000000024,2023-12-01 06:34:00,-75.307014,7.0396028,29,9,297,average traffic,30
335,0x1000000000002,2023-12-01 06:35:00,-74.54998,6.5709887,27,8,156,high congestion,27
336,0x100000000001f,2023-12-01 06:36:00,-75.30453,6.2463746,30,9,205,high congestion,31
337,0x1000000000017,2023-12-01 06:37:00,-74.57693,6.5750604,25,1,169,average traffic,26
338,0x100000000000a,2023-12-01 06:38:00,-75.31133,6.7017045,47,8,282,clear,47
339,0x100000000000d,2023-12-01 06:39:00,-75.31468,6.9411306,28,10,182,average traffic,28
340,0x1000000000026,2023-12-01 06:40:00,-75.24072,6.372692,41,8,226,average traffic,42
341,0x100000000000d,2023-12-01 06:41:00,-74.77912,6.931778,36,2,142,low traffic,36
342,0x1000000000005,2023-12-01 06:42:00,-74.57369,6.4850516,41,10,139,high congestion,43
343,0x1000000000015,2023-12-01 06:43:00,-74.663666,7.1063604,48,2,197,average traffic,48
344,0x100000000000b,2023-12-01 06:44:00,-75.02874,6.814639,37,7,257,average traffic,38
345,0x100000000000f,2023-12-01 06:45:00,-75.24973,6.680436,40,9,230,low traffic,41
346,0x100000000000f,2023-12-01 06:46:00,-74.71696,6.8882003,40,6,164,average traffic,42
347,0x1000000000008,2023-12-01 06:47:00,-75.40596,7.082992,20,4,254,average traffic,21
348,0x1000000000005,2023-12-01 06:48:00,-74.84875,6.6777644,34,5,284,low traffic,34
349,0x1000000000021,2023-12-01 06:49:00,-74.70136,6.446667,20,9,236,low traffic,21
350,0x1000000000006,2023-12-01 06:50:00,-74.58917,6.565082,14,4,138,average traffic,14
351,0x1000000000007,2023-12-01 06:51:00,-74.72725,6.821277,23,7,230,low traffic,25
352,0x1000000000012,2023-12-01 06:52:00,-74.83772,6.3411674,31,7,139,clear,33
353,0x100000000000c,2023-12-01 06:53:00,-74.78801,6.9899096,25,8,121,average traffic,27
354,0x1000000000013,2023-12-01 06:54:00,-74.61729,6.761217,49,5,107,low traffic,51
355,0x1000000000020,2023-12-01 06:55:00,-75.01625,6.413045,11,5,101,average traffic,13
356,0x1000000000001,2023-12-01 06:56:00,-75.15547,6.978898,39,5,112,low traffic,39
357,0x1000000000020,2023-12-01 06:57:00,-75.20936,6.5910087,28,2,268,low traffic,30
358,0x100000000000e,2023-12-01 06:58:00,-74.61586,6.8204546,16,9,184,average traffic,17
359,0x1000000000010,2023-12-01 06:59:00,-75.10857,7.092463,11,5,154,low traffic,12
360,0x100000000000e,2023-12-01 07:00:00,-74.61313,7.0462546,27,3,163,average traffic,27
361,0x1000000000027,2023-12-01 07:01:00,-74.77226,6.6887307,18,4,295,average traffic,20
362,0x100000000001e,2023-12-01 07:02:00,-75.197044,6.63751,14,5,128,high congestion,16
363,0x1000000000027,2023-12-01 07:03:00,-74.786354,6.724242,37,1,254,clear,38
364,0x1000000000000,2023-12-01 07:04:00,-74.59001,6.33376,13,2,260,clear,14
365,0x1000000000004,2023-12-01 07:05:00,-75.111786,6.421574,44,1,225,average traffic,46
366,0x1000000000019,2023-12-01 07:06:00,-75.05326,6.193386,37,4,148,clear,37
367,0x1000000000003,2023-12-01 07:07:00,-75.03738,6.949982,39,5,231,low traffic,39
368,0x1000000000022,2023-12-01 07:08:00,-75.04845,6.460131,24,3,173,average traffic,26
369,0x1000000000002,2023-12-01 07:09:00,-74.60349,6.586772,29,4,118,low traffic,29
370,0x1000000000003,2023-12-01 07:10:00,-75.22636,6.371884,14,4,239,low traffic,14
371,0x1000000000003,2023-12-01 07:11:00,-74.77227,6.287751,14,4,165,high congestion,15
372,0x1000000000001,2023-12-01 07:12:00,-74.59242,6.6678214,36,8,230,clear,36
373,0x1000000000022,2023-12-01 07:13:00,-74.82172,6.736425,35,2,191,average traffic,37
374,0x1000000000022,2023-12-01 07:14:00,-74.97125,6.6695766,20,2,287,high congestion,22
375,0x1000000000021,2023-12-01 07:15:00,-74.84638,6.790505,40,5,297,low traffic,40
376,0x100000000001c,2023-12-01 07:16:00,-75.09937,6.553378,25,3,296,low traffic,25
377,0x100000000001f,2023-12-01 07:17:00,-75.3173,6.2678614,20,5,263,high congestion,22
378,0x100000000001a,2023-12-01 07:18:00,-74.6283,6.8094687,49,8,265,clear,49
379,0x1000000000015,2023-12-01 07:19:00,-75.13544,6.964075,47,4,218,low traffic,47
380,0x1000000000006,2023-12-01 07:20:00,-75.301765,6.8449836,19,9,180,low traffic,20
381,0x1000000000013,2023-12-01 07:21:00,-75.368256,6.7298884,48,9,266,low traffic,48
382,0x100000000001c,2023-12-01 07:22:00,-75.257065,6.1985755,25,2,285,high congestion,26
383,0x1000000000013,2023-12-01 07:23:00,-74.87898,7.0254064,21,6,221,clear,23
384,0x1000000000018,2023-12-01 07:24:00,-75.43821,6.2208157,43,9,119,clear,45
385,0x1000000000007,2023-12-01 07:25:00,-75.29816,6.687267,46,5,212,clear,48
386,0x100000000001e,2023-12-01 07:26:00,-74.720314,6.4837146,26,4,254,average traffic,28
387,0x1000000000012,2023-12-01 07:27:00,-74.59571,6.581703,18,9,287,high congestion,20
388,0x1000000000017,2023-12-01 07:28:00,-75.15623,6.352116,45,9,292,average traffic,45
389,0x100000000000a,2023-12-01 07:29:00,-74.703766,6.968722,25,5,167,low traffic,26
390,0x1000000000023,2023-12-01 07:30:00,-75.42114,6.7934165,36,8,202,low traffic,36
391,0x1000000000014,2023-12-01 07:31:00,-74.74269,6.3703527,23,6,224,clear,24
392,0x100000000000e,2023-12-01 07:32:00,-75.09533,7.100819,13,9,207,low traffic,13
393,0x1000000000003,2023-12-01 07:33:00,-75.23466,6.166413,24,2,147,clear,26
394,0x1000000000023,2023-12-01 07:34:00,-74.73263,7.040134,42,8,142,low traffic,42
395,0x100000000001d,2023-12-01 07:35:00,-74.93228,6.8377614,49,2,167,low traffic,51
396,0x100000000001d,2023-12-01 07:36:00,-74.61871,6.4853296,28,7,224,average traffic,29
397,0x100000000000a,2023-12-01 07:37:00,-74.53459,6.981079,11,8,297,average traffic,13
398,0x1000000000021,2023-12-01 07:38:00,-75.1095,6.6059623,31,1,263,clear,33
399,0x100000000000e,2023-12-01 07:39:00,-74.767944,6.4318357,40,4,132,low traffic,40
400,0x1000000000006,2023-12-01 07:40:00,-75.20745,7.050916,17,6,279,low traffic,19
401,0x1000000000008,2023-12-01 07:41:00,-74.500465,6.3050013,33,6,179,high congestion,33
402,0x1000000000020,2023-12-01 07:42:00,-74.7216,6.911266,20,3,185,high congestion,20
403,0x1000000000001,2023-12-01 07:43:00,-75.02137,6.7522435,22,10,151,low traffic,24
404,0x100000000001d,2023-12-01 07:44:00,-74.7972,6.373257,27,6,274,average traffic,27
405,0x1000000000018,2023-12-01 07:45:00,-75.05623,6.2710304,41,4,115,high congestion,43
406,0x1000000000010,2023-12-01 07:46:00,-74.557144,6.222816,30,7,270,high congestion,30
407,0x1000000000009,2023-12-01 07:47:00,-75.2998,6.319491,36,8,291,low traffic,38
408,0x100000000001b,2023-12-01 07:48:00,-74.96827,6.2334332,36,8,200,low traffic,38
409,0x100000000000e,2023-12-01 07:49:00,-74.66595,6.7611017,47,3,202,low traffic,49
410,0x100000000001e,2023-12-01 07:50:00,-75.18265,6.43063,15,6,284,average traffic,16
411,0x1000000000004,2023-12-01 07:51:00,-75.36655,6.340537,46,6,174,low traffic,46
412,0x1000000000017,2023-12-01 07:52:00,-75.07306,6.6906123,16,7,204,high congestion,16
413,0x1000000000002,2023-12-01 07:53:00,-74.54131,6.2575564,34,3,295,average traffic,35
414,0x1000000000009,2023-12-01 07:54:00,-74.95849,6.678699,20,5,168,high congestion,22
415,0x1000000000005,2023-12-01 07:55:00,-74.896454,6.7645726,36,6,139,clear,36
416,0x1000000000020,2023-12-01 07:56:00,-74.66361,7.0932827,21,4,292,average traffic,22
417,0x1000000000017,2023-12-01 07:57:00,-74.65194,6.443152,40,1,219,clear,40
418,0x1000000000001,2023-12-01 07:58:00,-74.78921,6.3528237,47,3,158,low traffic,48
419,0x1000000000024,2023-12-01 07:59:00,-74.99956,6.8364487,30,5,109,average traffic,30
420,0x1000000000019,2023-12-01 08:00:00,-74.7597,6.465189,33,8,250,low traffic,33
421,0x1000000000012,2023-12-01 08:01:00,-75.45404,6.3469872,45,5,189,clear,45
422,0x1000000000010,2023-12-01 08:02:00,-74.854,6.268313,32,10,157,low traffic,32
423,0x1000000000025,2023-12-01 08:03:00,-74.65795,6.752805,43,9,164,clear,44
424,0x1000000000008,2023-12-01 08:04:00,-74.8588,7.120045,24,1,219,clear,24
425,0x100000000000a,2023-12-01 08:05:00,-74.90649,6.3980365,26,6,211,low traffic,28
426,0x1000000000011,2023-12-01 08:06:00,-75.31747,6.9977446,30,5,250,low traffic,32
427,0x100000000000a,2023-12-01 08:07:00,-74.84446,7.0955343,29,6,139,high congestion,30
428,0x100000000000c,2023-12-01 08:08:00,-75.27499,6.875806,40,4,120,average traffic,42
429,0x1000000000019,2023-12-01 08:09:00,-75.420395,6.5338783,25,2,251,average traffic,27
430,0x1000000000016,2023-12-01 08:10:00,-75.04407,6.493569,25,8,213,clear,27
431,0x100000000001d,2023-12-01 08:11:00,-75.4128,6.7750607,48,5,151,low traffic,50
432,0x1000000000009,2023-12-01 08:12:00,-74.79991,6.24173,25,10,108,clear,25
433,0x100000000000c,2023-12-01 08:13:00,-75.2099,6.879998,31,7,107,clear,31
434,0x100000000001b,2023-12-01 08:14:00,-74.57532,6.704441,33,9,157,average traffic,35
435,0x100000000001b,2023-12-01 08:15:00,-75.15501,6.676035,48,8,142,high congestion,48
436,0x1000000000005,2023-12-01 08:16:00,-74.522934,6.430498,49,9,130,high congestion,50
437,0x1000000000001,2023-12-01 08:17:00,-75.28192,6.8627462,11,3,127,average traffic,12
438,0x1000000000005,2023-12-01 08:18:00,-75.21313,6.4985757,23,3,165,average traffic,24
439,0x1000000000015,2023-12-01 08:19:00,-74.935974,7.1369743,47,6,286,average traffic,49
440,0x1000000000017,2023-12-01 08:20:00,-75.119286,6.68876,41,6,164,average traffic,42
441,0x1000000000007,2023-12-01 08:21:00,-74.83764,6.955814,22,9,241,low traffic,24
442,0x1000000000003,2023-12-01 08:22:00,-75.068695,6.3584485,29,9,120,high congestion,31
443,0x1000000000004,2023-12-01 08:23:00,-74.51373,6.4221497,21,7,112,clear,23
444,0x1000000000011,2023-12-01 08:24:00,-75.07094,6.4858227,42,7,177,average traffic,42
445,0x100000000000a,2023-12-01 08:25:00,-75.1807,7.1216297,13,7,189,low traffic,15
446,0x1000000000010,2023-12-01 08:26:00,-75.41522,6.941548,27,8,201,low traffic,28
447,0x100000000000a,2023-12-01 08:27:00,-74.557755,6.4712,28,8,188,high congestion,28
448,0x1000000000007,2023-12-01 08:28:00,-74.96143,6.884012,29,7,144,clear,31
449,0x1000000000023,2023-12-01 08:29:00,-74.91333,6.9943705,15,9,257,clear,16
450,0x100000000001e,2023-12-01 08:30:00,-75.181694,7.018764,39,7,291,low traffic,41
451,0x100000000000c,2023-12-01 08:31:00,-75.29202,6.576966,23,3,228,average traffic,23
452,0x1000000000000,2023-12-01 08:32:00,-75.13479,6.4895806,15,4,222,clear,16
453,0x1000000000016,2023-12-01 08:33:00,-75.44177,7.104727,38,9,278,average traffic,40
454,0x1000000000017,2023-12-01 08:34:00,-74.63997,6.378896,27,2,185,low traffic,28
455,0x1000000000002,2023-12-01 08:35:00,-75.392166,6.2668567,42,4,216,low traffic,44
456,0x1000000000026,2023-12-01 08:36:00,-75.44159,6.2340484,25,4,296,low traffic,27
457,0x1000000000009,2023-12-01 08:37:00,-75.28243,6.2073264,23,6,160,average traffic,25
458,0x1000000000026,2023-12-01 08:38:00,-74.636765,6.2202883,33,3,260,low traffic,34
459,0x1000000000010,2023-12-01 08:39:00,-74.958824,7.050217,28,2,224,average traffic,29
460,0x1000000000006,2023-12-01 08:40:00,-74.52593,6.704522,28,5,212,low traffic,30
461,0x1000000000023,2023-12-01 08:41:00,-74.78158,6.6067624,48,8,169,high congestion,48
462,0x100000000001a,2023-12-01 08:42:00,-75.40792,6.184654,12,8,209,clear,13
463,0x100000000000d,2023-12-01 08:43:00,-74.938484,6.5662756,34,8,244,high congestion,34
464,0x1000000000002,2023-12-01 08:44:00,-75.22149,6.725826,11,8,241,average traffic,12
465,0x1000000000008,2023-12-01 08:45:00,-74.77944,6.9512496,31,3,150,average traffic,32
466,0x1000000000005,2023-12-01 08:46:00,-74.98856,7.1088376,43,6,135,clear,44
467,0x100000000000a,2023-12-01 08:47:00,-74.61177,7.103936,10,8,290,low traffic,10
468,0x1000000000004,2023-12-01 08:48:00,-75.105095,6.443235,38,2,183,average traffic,38
469,0x1000000000027,2023-12-01 08:49:00,-74.76653,6.8197036,28,6,227,average traffic,29
470,0x1000000000007,2023-12-01 08:50:00,-74.61317,6.494519,22,10,163,low traffic,24
471,0x100000000000e,2023-12-01 08:51:00,-75.044914,7.0826054,22,3,281,average traffic,23
472,0x1000000000006,2023-12-01 08:52:00,-74.707085,6.711866,38,2,186,average traffic,38
473,0x1000000000017,2023-12-01 08:53:00,-75.17978,6.448893,27,8,198,average traffic,28
474,0x1000000000000,2023-12-01 08:54:00,-74.492744,6.653981,31,6,215,low traffic,31
475,0x1000000000021,2023-12-01 08:55:00,-75.30373,6.436785,45,3,123,average traffic,45
476,0x1000000000014,2023-12-01 08:56:00,-74.47529,6.8790746,42,4,210,average traffic,42
477,0x1000000000007,2023-12-01 08:57:00,-75.037865,7.1305366,10,3,272,average traffic,10
478,0x100000000001c,2023-12-01 08:58:00,-74.87502,6.476959,21,7,221,clear,22
479,0x100000000000f,2023-12-01 08:59:00,-74.984535,6.6485434,15,4,231,high congestion,16
480,0x1000000000000,2023-12-01 09:00:00,-75.032074,6.8613667,27,9,117,low traffic,29
481,0x1000000000009,2023-12-01 09:01:00,-75.44626,6.880622,13,4,253,high congestion,13
482,0x100000000001c,2023-12-01 09:02:00,-75.12496,6.6828423,43,3,163,low traffic,45
483,0x1000000000013,2023-12-01 09:03:00,-74.9563,6.757402,26,9,263,high congestion,27
484,0x1000000000023,2023-12-01 09:04:00,-74.89018,6.879148,22,6,277,low traffic,23
485,0x1000000000025,2023-12-01 09:05:00,-75.098595,6.6251264,43,3,232,clear,43
486,0x100000000000a,2023-12-01 09:06:00,-75.35261,6.2759886,40,4,281,average traffic,41
487,0x100000000000a,2023-12-01 09:07:00,-75.046875,6.348665,34,3,110,average traffic,36
488,0x1000000000023,2023-12-01 09:08:00,-74.66805,6.263553,11,10,144,average traffic,11
489,0x1000000000022,2023-12-01 09:09:00,-75.15753,6.7885466,15,9,188,low traffic,15
490,0x1000000000001,2023-12-01 09:10:00,-74.7605,6.3352404,48,6,142,average traffic,50
491,0x100000000001f,2023-12-01 09:11:00,-74.80191,6.966621,33,2,147,average traffic,33
492,0x1000000000023,2023-12-01 09:12:00,-74.84345,6.569948,38,8,227,low traffic,39
493,0x1000000000003,2023-12-01 09:13:00,-74.51969,6.596668,17,10,279,clear,17
494,0x100000000000e,2023-12-01 09:14:00,-75.2873,6.3521376,15,3,122,clear,16
495,0x100000000000e,2023-12-01 09:15:00,-74.92786,6.38989,40,10,255,average traffic,42
496,0x100000000001f,2023-12-01 09:16:00,-75.3954,7.106447,42,6,166,average traffic,43
497,0x1000000000002,2023-12-01 09:17:00,-75.380066,6.940048,45,9,162,low traffic,46
498,0x1000000000019,2023-12-01 09:18:00,-75.04787,6.373088,46,10,283,average traffic,47
499,0x1000000000017,2023-12-01 09:19:00,-75.20807,6.89501,35,5,155,low traffic,35
500,0x1000000000025,2023-12-01 09:20:00,-74.53754,6.2034664,26,6,102,high congestion,28
501,0x1000000000000,2023-12-01 09:21:00,-75.35009,6.2500043,27,7,156,clear,29
502,0x1000000000006,2023-12-01 09:22:00,-75.3431,7.1022363,15,3,255,clear,16
503,0x100000000000d,2023-12-01 09:23:00,-74.787,6.3129873,37,7,203,average traffic,39
504,0x100000000000f,2023-12-01 09:24:00,-75.03265,7.076842,29,4,134,average traffic,29
505,0x1000000000026,2023-12-01 09:25:00,-75.348656,7.0832477,17,6,159,low traffic,19
506,0x1000000000013,2023-12-01 09:26:00,-75.364235,7.024008,27,10,142,low traffic,29
507,0x1000000000003,2023-12-01 09:27:00,-74.76771,6.7471724,45,10,196,low traffic,47
508,0x100000000000a,2023-12-01 09:28:00,-74.63445,6.9287763,44,4,288,low traffic,44
509,0x1000000000014,2023-12-01 09:29:00,-74.74674,6.3170233,26,7,219,low traffic,27
510,0x1000000000011,2023-12-01 09:30:00,-75.441956,6.241547,35,8,154,low traffic,35
511,0x1000000000019,2023-12-01 09:31:00,-75.3246,7.0854244,30,2,104,low traffic,30
512,0x1000000000024,2023-12-01 09:32:00,-75.33511,6.6142545,18,8,262,clear,20
513,0x1000000000016,2023-12-01 09:33:00,-74.86432,6.6560326,20,9,232,low traffic,22
514,0x1000000000001,2023-12-01 09:34:00,-75.185005,6.6353264,17,4,276,clear,17
515,0x1000000000022,2023-12-01 09:35:00,-75.221245,6.3530684,22,8,152,average traffic,24
516,0x100000000001c,2023-12-01 09:36:00,-74.75386,6.583546,41,3,262,clear,42
517,0x1000000000008,2023-12-01 09:37:00,-75.362885,6.4261684,13,9,112,clear,15
518,0x1000000000008,2023-12-01 09:38:00,-74.84436,6.473506,36,9,184,average traffic,37
519,0x1000000000018,2023-12-01 09:39:00,-74.72181,6.898285,49,2,258,clear,50
520,0x100000000000a,2023-12-01 09:40:00,-75.20532,6.753118,16,6,293,average traffic,18
521,0x1000000000026,2023-12-01 09:41:00,-75.43651,6.2203603,23,5,272,low traffic,24
522,0x100000000001c,2023-12-01 09:42:00,-75.18251,6.3208423,29,6,195,high congestion,31
523,0x1000000000006,2023-12-01 09:43:00,-75.32329,6.671673,15,3,149,average traffic,16
524,0x1000000000016,2023-12-01 09:44:00,-74.96303,6.151804,31,4,263,clear,33
525,0x100000000000c,2023-12-01 09:45:00,-74.58671,6.937277,47,1,268,average traffic,47
526,0x1000000000027,2023-12-01 09:46:00,-75.18636,6.7652574,16,9,176,average traffic,17
527,0x100000000001c,2023-12-01 09:47:00,-75.21035,7.0863595,20,7,230,low traffic,21
528,0x100000000000a,2023-12-01 09:48:00,-74.47015,6.653407,41,9,208,high congestion,43
529,0x100000000000f,2023-12-01 09:49:00,-75.217766,7.1203475,15,9,136,average traffic,15
530,0x1000000000009,2023-12-01 09:50:00,-75.11471,6.6109066,12,4,188,high congestion,14
531,0x1000000000023,2023-12-01 09:51:00,-74.63121,6.94314,33,2,274,average traffic,35
532,0x100000000000c,2023-12-01 09:52:00,-75.42443,6.8521957,21,4,103,low traffic,21
533,0x100000000001e,2023-12-01 09:53:00,-75.11195,6.3692517,24,10,288,high congestion,25
534,0x1000000000017,2023-12-01 09:54:00,-75.24124,6.2775807,48,2,250,low traffic,50
535,0x1000000000016,2023-12-01 09:55:00,-75.33625,7.018939,12,3,206,average traffic,13
536,0x100000000000f,2023-12-01 09:56:00,-74.55875,7.144083,10,8,167,average traffic,11
537,0x1000000000000,2023-12-01 09:57:00,-75.28489,6.745111,32,4,113,clear,34
538,0x1000000000023,2023-12-01 09:58:00,-75.05797,6.284934,30,5,296,low traffic,30
539,0x100000000001d,2023-12-01 09:59:00,-75.028786,7.046459,26,2,299,low traffic,26
540,0x100000000000e,2023-12-01 10:00:00,-74.89565,7.119284,35,2,292,low traffic,36
541,0x1000000000001,2023-12-01 10:01:00,-74.57447,6.156781,40,8,263,low traffic,40
542,0x1000000000001,2023-12-01 10:02:00,-74.52582,6.206845,24,5,150,low traffic,26
543,0x1000000000021,2023-12-01 10:03:00,-75.26155,7.0273824,49,9,124,clear,50
544,0x1000000000022,2023-12-01 10:04:00,-75.31791,7.026166,49,6,210,clear,50
545,0x1000000000016,2023-12-01 10:05:00,-74.7729,6.738824,15,8,156,low traffic,16
546,0x100000000000f,2023-12-01 10:06:00,-74.85334,6.5554686,47,6,154,average traffic,49
547,0x1000000000027,2023-12-01 10:07:00,-75.07422,6.1519656,22,3,101,low traffic,24
548,0x1000000000004,2023-12-01 10:08:00,-74.6752,6.8770137,27,8,257,low traffic,28
549,0x1000000000014,2023-12-01 10:09:00,-75.129005,6.618071,20,2,269,high congestion,20
550,0x1000000000026,2023-12-01 10:10:00,-75.398796,7.1293445,30,3,137,low traffic,32
551,0x100000000000d,2023-12-01 10:11:00,-75.38377,6.786544,16,5,153,low traffic,18
552,0x100000000000f,2023-12-01 10:12:00,-74.61303,6.558808,39,3,208,low traffic,41
553,0x100000000000c,2023-12-01 10:13:00,-75.32209,7.0689034,42,8,237,average traffic,42
554,0x1000000000009,2023-12-01 10:14:00,-75.43869,6.7801433,41,3,225,high congestion,43
555,0x1000000000019,2023-12-01 10:15:00,-75.10547,6.4918704,26,3,149,average traffic,28
556,0x1000000000024,2023-12-01 10:16:00,-75.43213,6.811515,17,6,279,average traffic,17
557,0x1000000000007,2023-12-01 10:17:00,-74.73899,7.010213,26,10,248,low traffic,27
558,0x1000000000001,2023-12-01 10:18:00,-75.19234,6.254583,44,7,244,average traffic,46
559,0x1000000000012,2023-12-01 10:19:00,-75.202286,6.382421,25,4,113,high congestion,27
560,0x1000000000002,2023-12-01 10:20:00,-74.814354,7.0338416,16,6,217,clear,18
561,0x100000000001f,2023-12-01 10:21:00,-74.784744,6.5424724,11,4,251,low traffic,12
562,0x1000000000001,2023-12-01 10:22:00,-75.271164,6.996657,37,1,127,average traffic,38
563,0x1000000000007,2023-12-01 10:23:00,-75.176216,6.363427,16,5,196,average traffic,17
564,0x1000000000008,2023-12-01 10:24:00,-75.277084,6.4266973,12,3,144,clear,12
565,0x1000000000012,2023-12-01 10:25:00,-75.2648,6.462661,38,6,247,clear,40
566,0x1000000000018,2023-12-01 10:26:00,-74.4888,6.940506,21,10,267,clear,22
567,0x1000000000016,2023-12-01 10:27:00,-75.332436,6.7603836,24,1,164,average traffic,25
568,0x1000000000017,2023-12-01 10:28:00,-74.9788,6.792925,49,4,165,low traffic,51
569,0x1000000000018,2023-12-01 10:29:00,-75.19125,6.8761363,24,7,138,low traffic,24
570,0x1000000000011,2023-12-01 10:30:00,-74.58034,6.3181734,28,4,228,low traffic,29
571,0x100000000001c,2023-12-01 10:31:00,-74.70699,6.7337337,26,3,115,clear,26
572,0x1000000000023,2023-12-01 10:32:00,-74.75881,7.075917,28,2,243,low traffic,29
573,0x1000000000017,2023-12-01 10:33:00,-74.98681,7.107154,42,10,290,average traffic,42
574,0x100000000000e,2023-12-01 10:34:00,-74.90723,6.589547,24,8,119,clear,24
575,0x1000000000003,2023-12-01 10:35:00,-75.00617,6.6701374,26,4,131,average traffic,26
576,0x100000000001b,2023-12-01 10:36:00,-75.459625,6.445784,28,9,227,low traffic,30
577,0x1000000000010,2023-12-01 10:37:00,-75.19867,6.7076287,38,5,124,high congestion,40
578,0x1000000000017,2023-12-01 10:38:00,-74.90801,6.339111,15,8,223,average traffic,17
579,0x100000000001c,2023-12-01 10:39:00,-75.14225,7.044472,32,2,291,low traffic,34
580,0x1000000000016,2023-12-01 10:40:00,-75.17395,6.890696,27,5,102,clear,28
581,0x100000000000b,2023-12-01 10:41:00,-75.36864,6.4370527,37,4,110,low traffic,38
582,0x1000000000008,2023-12-01 10:42:00,-75.37325,7.092733,33,5,172,low traffic,34
583,0x1000000000025,2023-12-01 10:43:00,-75.13277,6.8709016,30,2,127,average traffic,30
584,0x1000000000020,2023-12-01 10:44:00,-75.42486,6.460646,21,6,190,average traffic,22
585,0x1000000000010,2023-12-01 10:45:00,-74.63543,6.488132,24,10,284,low traffic,24
586,0x1000000000027,2023-12-01 10:46:00,-75.240456,7.1227517,30,8,299,average traffic,32
587,0x1000000000019,2023-12-01 10:47:00,-74.465935,6.9316187,14,4,296,average traffic,15
588,0x1000000000008,2023-12-01 10:48:00,-75.3343,6.7951326,34,2,226,average traffic,34
589,0x1000000000001,2023-12-01 10:49:00,-74.532974,6.541397,17,4,177,average traffic,18
